,year,country of asylum,country of origin,population type,begin year total,end year total,total movement
1694,2015,EST,SUD,REF,8.0,20.0,12.0
1695,2015,EST,SYR,REF,6.0,6.0,0.0
1704,2015,ETH,BDI,REF,62.0,52.0,-10.0
1706,2015,ETH,COD,REF,427.0,426.0,-1.0
1707,2015,ETH,DJB,REF,76.0,76.0,0.0
1708,2015,ETH,ERT,REF,123784.0,155231.0,31447.0
1711,2015,ETH,KEN,REF,2728.0,3193.0,465.0
1713,2015,ETH,RWA,REF,11.0,11.0,0.0
1715,2015,ETH,SOM,REF,245097.0,251734.0,6637.0
1716,2015,ETH,SSD,REF,251791.0,281508.0,29717.0
1717,2015,ETH,SUD,REF,35447.0,37785.0,2338.0
1720,2015,ETH,UGA,REF,22.0,23.0,1.0
1721,2015,ETH,YEM,REF,65.0,1088.0,1023.0
1722,2015,ETH,ZIM,REF,0.0,0.0,0.0
1723,2015,FIJ,AFG,REF,7.0,7.0,0.0
1724,2015,FIJ,COD,REF,0.0,0.0,0.0
1731,2015,FIN,AFG,REF,1443.0,1406.0,-37.0
1733,2015,FIN,ALG,REF,20.0,20.0,0.0
1734,2015,FIN,ANG,REF,180.0,157.0,-23.0
1735,2015,FIN,ARE,REF,6.0,8.0,2.0
1737,2015,FIN,AZE,REF,18.0,30.0,12.0
1740,2015,FIN,BGD,REF,22.0,19.0,-3.0
1742,2015,FIN,BLR,REF,13.0,13.0,0.0
1745,2015,FIN,BSN,REF,17.0,17.0,0.0
1749,2015,FIN,CHI,REF,90.0,93.0,3.0
1750,2015,FIN,CMR,REF,69.0,72.0,3.0
1751,2015,FIN,COB,REF,7.0,7.0,0.0
1752,2015,FIN,COD,REF,190.0,181.0,-9.0
1754,2015,FIN,CUB,REF,6.0,6.0,0.0
1758,2015,FIN,ERT,REF,25.0,29.0,4.0
1759,2015,FIN,ETH,REF,86.0,93.0,7.0
1760,2015,FIN,GAM,REF,33.0,34.0,1.0
1762,2015,FIN,GHA,REF,52.0,52.0,0.0
1765,2015,FIN,GUI,REF,26.0,26.0,0.0
1767,2015,FIN,HRV,REF,10.0,10.0,0.0
1768,2015,FIN,ICO,REF,13.0,12.0,-1.0
1769,2015,FIN,IND,REF,11.0,10.0,-1.0
1771,2015,FIN,IRN,REF,581.0,606.0,25.0
1772,2015,FIN,IRQ,REF,3607.0,4124.0,517.0
1774,2015,FIN,JOR,REF,6.0,7.0,1.0
1775,2015,FIN,KAZ,REF,7.0,13.0,6.0
1776,2015,FIN,KEN,REF,11.0,11.0,0.0
1777,2015,FIN,KGZ,REF,26.0,20.0,-6.0
1780,2015,FIN,LBY,REF,9.0,17.0,8.0
1781,2015,FIN,LEB,REF,12.0,11.0,-1.0
1782,2015,FIN,LKA,REF,107.0,108.0,1.0
1784,2015,FIN,MAU,REF,5.0,6.0,1.0
1786,2015,FIN,MDA,REF,6.0,6.0,0.0
1790,2015,FIN,MOR,REF,16.0,19.0,3.0
1792,2015,FIN,MYA,REF,14.0,27.0,13.0
1795,2015,FIN,NIG,REF,168.0,165.0,-3.0
1797,2015,FIN,PAK,REF,39.0,45.0,6.0
1803,2015,FIN,RUS,REF,729.0,772.0,43.0
1804,2015,FIN,RWA,REF,25.0,23.0,-2.0
1805,2015,FIN,SAL,REF,5.0,5.0,0.0
1808,2015,FIN,SLE,REF,7.0,6.0,-1.0
1809,2015,FIN,SOM,REF,2817.0,3062.0,245.0
1810,2015,FIN,SRB,REF,215.0,167.0,-48.0
1813,2015,FIN,STA,REF,140.0,168.0,28.0
1814,2015,FIN,SUD,REF,16.0,18.0,2.0
1816,2015,FIN,SYR,REF,438.0,565.0,127.0
1817,2015,FIN,TAN,REF,5.0,5.0,0.0
1819,2015,FIN,TJK,REF,7.0,7.0,0.0
1821,2015,FIN,TOG,REF,5.0,5.0,0.0
1823,2015,FIN,TUR,REF,174.0,143.0,-31.0
1824,2015,FIN,UGA,REF,9.0,12.0,3.0
1825,2015,FIN,UKR,REF,9.0,10.0,1.0
1826,2015,FIN,UZB,REF,15.0,17.0,2.0
1827,2015,FIN,VAR,REF,129.0,130.0,1.0
1829,2015,FIN,YEM,REF,5.0,10.0,5.0
1831,2015,FRA,AFG,REF,3838.0,4397.0,559.0
1832,2015,FRA,ALB,REF,2522.0,2911.0,389.0
1833,2015,FRA,ALG,REF,1353.0,1384.0,31.0
1834,2015,FRA,ANG,REF,3338.0,3349.0,11.0
1835,2015,FRA,ARE,REF,662.0,767.0,105.0
1837,2015,FRA,ARM,REF,4063.0,4034.0,-29.0
1839,2015,FRA,AZE,REF,2771.0,2816.0,45.0
1841,2015,FRA,BDI,REF,367.0,375.0,8.0
1842,2015,FRA,BEN,REF,24.0,26.0,2.0
1843,2015,FRA,BGD,REF,3717.0,3960.0,243.0
1844,2015,FRA,BHU,REF,109.0,113.0,4.0
1845,2015,FRA,BKF,REF,107.0,114.0,7.0
1846,2015,FRA,BLR,REF,502.0,515.0,13.0
1847,2015,FRA,BOL,REF,35.0,35.0,0.0
1848,2015,FRA,BRA,REF,11.0,11.0,0.0
1849,2015,FRA,BSN,REF,4078.0,4055.0,-23.0
1850,2015,FRA,BUL,REF,78.0,73.0,-5.0
1851,2015,FRA,CAM,REF,12003.0,11824.0,-179.0
1852,2015,FRA,CAR,REF,1004.0,1607.0,603.0
1853,2015,FRA,CHD,REF,1197.0,1232.0,35.0
1854,2015,FRA,CHI,REF,2476.0,3260.0,784.0
1855,2015,FRA,CHL,REF,70.0,70.0,0.0
1856,2015,FRA,CMR,REF,796.0,816.0,20.0
1857,2015,FRA,COB,REF,3252.0,3225.0,-27.0
1858,2015,FRA,COD,REF,13727.0,14182.0,455.0
1859,2015,FRA,COI,REF,514.0,525.0,11.0
1860,2015,FRA,COL,REF,470.0,475.0,5.0
1861,2015,FRA,CUB,REF,140.0,150.0,10.0
1863,2015,FRA,CZE,REF,30.0,29.0,-1.0
1864,2015,FRA,DJB,REF,136.0,149.0,13.0
1866,2015,FRA,DOM,REF,19.0,30.0,11.0
1867,2015,FRA,ECU,REF,29.0,28.0,-1.0
1868,2015,FRA,EGU,REF,31.0,30.0,-1.0
1869,2015,FRA,ERT,REF,1671.0,2208.0,537.0
1870,2015,FRA,EST,REF,8.0,8.0,0.0
1871,2015,FRA,ETH,REF,601.0,653.0,52.0
1872,2015,FRA,GAB,REF,31.0,33.0,2.0
1873,2015,FRA,GAM,REF,164.0,184.0,20.0
1874,2015,FRA,GAZ,REF,414.0,565.0,151.0
1875,2015,FRA,GEO,REF,2714.0,2826.0,112.0
1876,2015,FRA,GFR,REF,8.0,7.0,-1.0
1877,2015,FRA,GHA,REF,526.0,521.0,-5.0
1878,2015,FRA,GNB,REF,929.0,931.0,2.0
1881,2015,FRA,GUA,REF,15.0,17.0,2.0
1882,2015,FRA,GUI,REF,5201.0,6005.0,804.0
1883,2015,FRA,GUY,REF,8.0,13.0,5.0
1884,2015,FRA,HAI,REF,3523.0,3445.0,-78.0
1885,2015,FRA,HRV,REF,71.0,66.0,-5.0
1886,2015,FRA,HUN,REF,65.0,66.0,1.0
1887,2015,FRA,ICO,REF,2516.0,2654.0,138.0
1888,2015,FRA,IND,REF,199.0,202.0,3.0
1889,2015,FRA,INS,REF,6.0,6.0,0.0
1890,2015,FRA,IRN,REF,2359.0,2417.0,58.0
1891,2015,FRA,IRQ,REF,2991.0,4787.0,1796.0
1892,2015,FRA,ISR,REF,5.0,5.0,0.0
1893,2015,FRA,JAM,REF,10.0,13.0,3.0
1894,2015,FRA,JOR,REF,12.0,18.0,6.0
1895,2015,FRA,KAZ,REF,475.0,499.0,24.0
1896,2015,FRA,KEN,REF,72.0,75.0,3.0
1897,2015,FRA,KGZ,REF,282.0,283.0,1.0
1900,2015,FRA,KUW,REF,9.0,9.0,0.0
1901,2015,FRA,LAO,REF,7036.0,6944.0,-92.0
1902,2015,FRA,LBR,REF,221.0,218.0,-3.0
1903,2015,FRA,LBY,REF,67.0,143.0,76.0
1904,2015,FRA,LEB,REF,108.0,117.0,9.0
1905,2015,FRA,LKA,REF,23966.0,24220.0,254.0
1906,2015,FRA,LTU,REF,12.0,12.0,0.0
1907,2015,FRA,LVA,REF,41.0,39.0,-2.0
1908,2015,FRA,MAD,REF,214.0,216.0,2.0
1909,2015,FRA,MAU,REF,5058.0,5066.0,8.0
1910,2015,FRA,MCD,REF,316.0,323.0,7.0
1911,2015,FRA,MDA,REF,356.0,347.0,-9.0
1913,2015,FRA,MEX,REF,11.0,16.0,5.0
1914,2015,FRA,MLI,REF,3934.0,4050.0,116.0
1915,2015,FRA,MLS,REF,7.0,7.0,0.0
1917,2015,FRA,MNE,REF,77.0,79.0,2.0
1918,2015,FRA,MNG,REF,359.0,384.0,25.0
1919,2015,FRA,MOR,REF,225.0,254.0,29.0
1920,2015,FRA,MOZ,REF,10.0,10.0,0.0
1921,2015,FRA,MTS,REF,10.0,10.0,0.0
1922,2015,FRA,MYA,REF,299.0,311.0,12.0
1924,2015,FRA,NEP,REF,108.0,119.0,11.0
1925,2015,FRA,NGR,REF,51.0,52.0,1.0
1927,2015,FRA,NIG,REF,1102.0,1250.0,148.0
1928,2015,FRA,PAK,REF,836.0,961.0,125.0
1929,2015,FRA,PAR,REF,5.0,5.0,0.0
1930,2015,FRA,PER,REF,285.0,290.0,5.0
1932,2015,FRA,POL,REF,154.0,144.0,-10.0
1934,2015,FRA,ROM,REF,159.0,156.0,-3.0
1935,2015,FRA,RSA,REF,24.0,30.0,6.0
1936,2015,FRA,RUS,REF,13644.0,14195.0,551.0
1937,2015,FRA,RWA,REF,2833.0,2795.0,-38.0
1938,2015,FRA,SAL,REF,18.0,18.0,0.0
1939,2015,FRA,SAU,REF,5.0,5.0,0.0
1940,2015,FRA,SEN,REF,706.0,798.0,92.0
1942,2015,FRA,SLE,REF,462.0,478.0,16.0
1943,2015,FRA,SOM,REF,1896.0,2007.0,111.0
1945,2015,FRA,SRB,REF,12119.0,12500.0,381.0
1946,2015,FRA,SRV,REF,8281.0,8132.0,-149.0
1950,2015,FRA,SUD,REF,2746.0,4146.0,1400.0
1951,2015,FRA,SVK,REF,120.0,114.0,-6.0
1953,2015,FRA,SYR,REF,2882.0,5179.0,2297.0
1956,2015,FRA,TJK,REF,31.0,35.0,4.0
1957,2015,FRA,TKM,REF,14.0,14.0,0.0
1958,2015,FRA,TOG,REF,699.0,693.0,-6.0
1959,2015,FRA,TUN,REF,220.0,247.0,27.0
1960,2015,FRA,TUR,REF,10699.0,10652.0,-47.0
1961,2015,FRA,UGA,REF,80.0,100.0,20.0
1962,2015,FRA,UKR,REF,737.0,1038.0,301.0
1965,2015,FRA,UZB,REF,221.0,216.0,-5.0
1966,2015,FRA,VAR,REF,60000.0,68443.0,8443.0
1967,2015,FRA,VEN,REF,12.0,32.0,20.0
1968,2015,FRA,WSH,REF,185.0,297.0,112.0
1969,2015,FRA,YEM,REF,30.0,63.0,33.0
1971,2015,FRA,ZIM,REF,37.0,34.0,-3.0
1975,2015,GAB,CAR,REF,18.0,26.0,8.0
1976,2015,GAB,CHD,REF,661.0,647.0,-14.0
1978,2015,GAB,COB,REF,189.0,112.0,-77.0
1979,2015,GAB,COD,REF,38.0,43.0,5.0
1980,2015,GAB,CVI,REF,0.0,0.0,0.0
1986,2015,GAB,MAU,REF,8.0,8.0,0.0
1988,2015,GAB,RWA,REF,31.0,33.0,2.0
1989,2015,GAB,SLE,REF,10.0,10.0,0.0
1991,2015,GAB,SRV,REF,0.0,0.0,0.0
1992,2015,GAB,STP,REF,19.0,19.0,0.0
1996,2015,GAB,TOG,REF,13.0,13.0,0.0
1998,2015,GAM,COB,REF,7.0,8.0,1.0
1999,2015,GAM,COD,REF,64.0,40.0,-24.0
2001,2015,GAM,GNB,REF,9.0,9.0,0.0
2002,2015,GAM,ICO,REF,243.0,192.0,-51.0
2004,2015,GAM,LBR,REF,76.0,67.0,-9.0
2006,2015,GAM,SEN,REF,11036.0,7392.0,-3644.0
2007,2015,GAM,SLE,REF,134.0,119.0,-15.0
2010,2015,GAM,TOG,REF,32.0,24.0,-8.0
2011,2015,GBR,AFG,REF,9054.0,9354.0,300.0
2013,2015,GBR,ALB,REF,1371.0,1823.0,452.0
2014,2015,GBR,ALG,REF,378.0,334.0,-44.0
2016,2015,GBR,ANG,REF,375.0,294.0,-81.0
2018,2015,GBR,ARE,REF,351.0,473.0,122.0
2020,2015,GBR,ARM,REF,34.0,38.0,4.0
2023,2015,GBR,AZE,REF,86.0,83.0,-3.0
2024,2015,GBR,BAH,REF,124.0,146.0,22.0
2026,2015,GBR,BDI,REF,163.0,76.0,-87.0
2028,2015,GBR,BEN,REF,10.0,12.0,2.0
2029,2015,GBR,BGD,REF,930.0,940.0,10.0
2031,2015,GBR,BHU,REF,91.0,91.0,0.0
2032,2015,GBR,BKF,REF,6.0,5.0,-1.0
2033,2015,GBR,BLR,REF,175.0,178.0,3.0
2034,2015,GBR,BOL,REF,18.0,16.0,-2.0
2035,2015,GBR,BOT,REF,11.0,17.0,6.0
2036,2015,GBR,BRA,REF,13.0,14.0,1.0
2038,2015,GBR,BSN,REF,49.0,37.0,-12.0
2042,2015,GBR,CAN,REF,6.0,8.0,2.0
2043,2015,GBR,CAR,REF,9.0,9.0,0.0
2044,2015,GBR,CHD,REF,39.0,43.0,4.0
2045,2015,GBR,CHI,REF,1847.0,1837.0,-10.0
2047,2015,GBR,CMR,REF,454.0,383.0,-71.0
2048,2015,GBR,COB,REF,187.0,155.0,-32.0
2049,2015,GBR,COD,REF,1868.0,1473.0,-395.0
2052,2015,GBR,COL,REF,105.0,60.0,-45.0
2054,2015,GBR,CUB,REF,17.0,16.0,-1.0
2062,2015,GBR,ECU,REF,25.0,19.0,-6.0
2064,2015,GBR,ERT,REF,11579.0,12383.0,804.0
2066,2015,GBR,ETH,REF,833.0,1006.0,173.0
2067,2015,GBR,FIJ,REF,8.0,8.0,0.0
2072,2015,GBR,GAM,REF,1105.0,1235.0,130.0
2073,2015,GBR,GAZ,REF,321.0,408.0,87.0
2074,2015,GBR,GEO,REF,39.0,41.0,2.0
2076,2015,GBR,GHA,REF,206.0,216.0,10.0
2077,2015,GBR,GNB,REF,7.0,10.0,3.0
2079,2015,GBR,GRN,REF,7.0,8.0,1.0
2081,2015,GBR,GUI,REF,365.0,326.0,-39.0
2082,2015,GBR,GUY,REF,13.0,14.0,1.0
2085,2015,GBR,HON,REF,23.0,31.0,8.0
2086,2015,GBR,HRV,REF,11.0,5.0,-6.0
2089,2015,GBR,ICO,REF,359.0,298.0,-61.0
2090,2015,GBR,IND,REF,282.0,296.0,14.0
2091,2015,GBR,INS,REF,9.0,10.0,1.0
2093,2015,GBR,IRN,REF,11516.0,12667.0,1151.0
2094,2015,GBR,IRQ,REF,2952.0,3014.0,62.0
2095,2015,GBR,ISR,REF,11.0,11.0,0.0
2097,2015,GBR,JAM,REF,373.0,354.0,-19.0
2098,2015,GBR,JOR,REF,34.0,46.0,12.0
2100,2015,GBR,KAZ,REF,5.0,11.0,6.0
2101,2015,GBR,KEN,REF,303.0,288.0,-15.0
2104,2015,GBR,KOR,REF,7.0,9.0,2.0
2105,2015,GBR,KRN,REF,622.0,608.0,-14.0
2106,2015,GBR,KUW,REF,661.0,749.0,88.0
2108,2015,GBR,LBR,REF,44.0,7.0,-37.0
2109,2015,GBR,LBY,REF,930.0,1138.0,208.0
2110,2015,GBR,LCA,REF,6.0,10.0,4.0
2111,2015,GBR,LEB,REF,114.0,129.0,15.0
2114,2015,GBR,LKA,REF,4696.0,5279.0,583.0
2119,2015,GBR,MAU,REF,7.0,7.0,0.0
2120,2015,GBR,MCD,REF,18.0,19.0,1.0
2122,2015,GBR,MDA,REF,39.0,21.0,-18.0
2123,2015,GBR,MDV,REF,12.0,18.0,6.0
2124,2015,GBR,MEX,REF,6.0,6.0,0.0
2126,2015,GBR,MLI,REF,18.0,18.0,0.0
2127,2015,GBR,MLS,REF,69.0,88.0,19.0
2128,2015,GBR,MLW,REF,233.0,286.0,53.0
2130,2015,GBR,MNG,REF,75.0,77.0,2.0
2131,2015,GBR,MOR,REF,121.0,134.0,13.0
2134,2015,GBR,MTS,REF,35.0,35.0,0.0
2135,2015,GBR,MYA,REF,891.0,942.0,51.0
