,year,country of asylum,country of origin,population type,begin year total,end year total,total movement
5633,2015,TUR,CHI,REF,16.0,14.0,-2.0
5634,2015,TUR,CMR,REF,9.0,8.0,-1.0
5635,2015,TUR,COB,REF,10.0,9.0,-1.0
5636,2015,TUR,COD,REF,62.0,51.0,-11.0
5638,2015,TUR,ERT,REF,59.0,82.0,23.0
5639,2015,TUR,ETH,REF,98.0,92.0,-6.0
5640,2015,TUR,GAZ,REF,849.0,906.0,57.0
5641,2015,TUR,GUI,REF,8.0,7.0,-1.0
5642,2015,TUR,ICO,REF,23.0,22.0,-1.0
5645,2015,TUR,IRN,REF,3388.0,5262.0,1874.0
5646,2015,TUR,IRQ,REF,17542.0,24135.0,6593.0
5647,2015,TUR,JOR,REF,27.0,26.0,-1.0
5648,2015,TUR,KAZ,REF,0.0,0.0,0.0
5650,2015,TUR,KGZ,REF,204.0,204.0,0.0
5652,2015,TUR,LBY,REF,10.0,20.0,10.0
5653,2015,TUR,LEB,REF,7.0,7.0,0.0
5654,2015,TUR,LKA,REF,15.0,14.0,-1.0
5655,2015,TUR,MAU,REF,6.0,7.0,1.0
5657,2015,TUR,MOR,REF,25.0,32.0,7.0
5658,2015,TUR,NIG,REF,6.0,8.0,2.0
5659,2015,TUR,OMN,REF,0.0,0.0,0.0
5660,2015,TUR,PAK,REF,28.0,41.0,13.0
5662,2015,TUR,RUS,REF,5.0,5.0,0.0
5667,2015,TUR,SOM,REF,2389.0,2364.0,-25.0
5669,2015,TUR,STA,REF,61.0,94.0,33.0
5670,2015,TUR,SUD,REF,217.0,262.0,45.0
5671,2015,TUR,SYR,REF,1557899.0,2503549.0,945650.0
5672,2015,TUR,TJK,REF,18.0,14.0,-4.0
5675,2015,TUR,TUN,REF,9.0,8.0,-1.0
5677,2015,TUR,UGA,REF,23.0,22.0,-1.0
5679,2015,TUR,UZB,REF,65.0,66.0,1.0
5682,2015,TUR,YEM,REF,40.0,101.0,61.0
5685,2015,UAE,ETH,REF,6.0,7.0,1.0
5688,2015,UAE,IRQ,REF,348.0,589.0,241.0
5689,2015,UAE,LKA,REF,0.0,0.0,0.0
5690,2015,UAE,PAK,REF,0.0,0.0,0.0
5691,2015,UAE,SOM,REF,21.0,21.0,0.0
5693,2015,UAE,SUD,REF,6.0,5.0,-1.0
5694,2015,UAE,SYR,REF,28.0,36.0,8.0
5695,2015,UGA,ARE,REF,5.0,0.0,-5.0
5696,2015,UGA,BDI,REF,11903.0,26256.0,14353.0
5698,2015,UGA,CAR,REF,14.0,13.0,-1.0
5699,2015,UGA,CHD,REF,5.0,5.0,0.0
5700,2015,UGA,CMR,REF,0.0,0.0,0.0
5702,2015,UGA,COD,REF,178217.0,201782.0,23565.0
5704,2015,UGA,ERT,REF,2600.0,3401.0,801.0
5705,2015,UGA,ETH,REF,1265.0,1495.0,230.0
5708,2015,UGA,IRQ,REF,0.0,0.0,0.0
5709,2015,UGA,KEN,REF,1274.0,289.0,-985.0
5711,2015,UGA,LBY,REF,0.0,0.0,0.0
5714,2015,UGA,PAK,REF,38.0,135.0,97.0
5715,2015,UGA,RWA,REF,14312.0,14714.0,402.0
5717,2015,UGA,SLE,REF,0.0,0.0,0.0
5718,2015,UGA,SOM,REF,17010.0,27720.0,10710.0
5719,2015,UGA,SSD,REF,157053.0,199359.0,42306.0
5720,2015,UGA,SUD,REF,1802.0,1992.0,190.0
5725,2015,UKR,AFG,REF,1544.0,1520.0,-24.0
5727,2015,UKR,ANG,REF,30.0,29.0,-1.0
5729,2015,UKR,ARM,REF,201.0,200.0,-1.0
5730,2015,UKR,AZE,REF,176.0,169.0,-7.0
5731,2015,UKR,BDI,REF,6.0,6.0,0.0
5734,2015,UKR,BLR,REF,21.0,20.0,-1.0
5736,2015,UKR,CHD,REF,7.0,7.0,0.0
5739,2015,UKR,COB,REF,21.0,21.0,0.0
5740,2015,UKR,COD,REF,66.0,69.0,3.0
5741,2015,UKR,ERT,REF,17.0,19.0,2.0
5742,2015,UKR,ETH,REF,16.0,18.0,2.0
5744,2015,UKR,GAZ,REF,38.0,38.0,0.0
5745,2015,UKR,GEO,REF,62.0,60.0,-2.0
5747,2015,UKR,GUI,REF,5.0,5.0,0.0
5750,2015,UKR,IRN,REF,57.0,57.0,0.0
5751,2015,UKR,IRQ,REF,81.0,86.0,5.0
5753,2015,UKR,KAZ,REF,10.0,10.0,0.0
5754,2015,UKR,KGZ,REF,7.0,10.0,3.0
5757,2015,UKR,LEB,REF,6.0,7.0,1.0
5758,2015,UKR,LKA,REF,10.0,9.0,-1.0
5763,2015,UKR,NIG,REF,5.0,5.0,0.0
5764,2015,UKR,PAK,REF,6.0,9.0,3.0
5765,2015,UKR,RUS,REF,104.0,116.0,12.0
5768,2015,UKR,SLE,REF,5.0,5.0,0.0
5769,2015,UKR,SOM,REF,118.0,115.0,-3.0
5770,2015,UKR,SRB,REF,5.0,5.0,0.0
5771,2015,UKR,SRV,REF,5.0,5.0,0.0
5772,2015,UKR,STA,REF,47.0,53.0,6.0
5773,2015,UKR,SUD,REF,59.0,62.0,3.0
5774,2015,UKR,SYR,REF,341.0,399.0,58.0
5775,2015,UKR,TJK,REF,9.0,14.0,5.0
5776,2015,UKR,TKM,REF,10.0,8.0,-2.0
5779,2015,UKR,TUR,REF,13.0,11.0,-2.0
5781,2015,UKR,UZB,REF,62.0,59.0,-3.0
5787,2015,URU,CMR,REF,8.0,8.0,0.0
5789,2015,URU,COL,REF,130.0,140.0,10.0
5790,2015,URU,CUB,REF,6.0,8.0,2.0
5791,2015,URU,ECU,REF,7.0,7.0,0.0
5800,2015,URU,LVA,REF,5.0,5.0,0.0
5802,2015,URU,NIG,REF,10.0,11.0,1.0
5803,2015,URU,PER,REF,8.0,8.0,0.0
5804,2015,URU,RUS,REF,11.0,11.0,0.0
5809,2015,URU,SYR,REF,48.0,58.0,10.0
5811,2015,URU,UKR,REF,11.0,11.0,0.0
5814,2015,USA,AFG,REF,1210.0,1361.0,151.0
5815,2015,USA,ALB,REF,2751.0,2194.0,-557.0
5816,2015,USA,ALG,REF,172.0,145.0,-27.0
5818,2015,USA,ANG,REF,122.0,133.0,11.0
5820,2015,USA,ARE,REF,10047.0,10852.0,805.0
5821,2015,USA,ARG,REF,85.0,73.0,-12.0
5822,2015,USA,ARM,REF,2816.0,2440.0,-376.0
5825,2015,USA,AZE,REF,384.0,339.0,-45.0
5826,2015,USA,BAH,REF,41.0,44.0,3.0
5828,2015,USA,BDI,REF,563.0,652.0,89.0
5830,2015,USA,BEN,REF,76.0,85.0,9.0
5831,2015,USA,BGD,REF,1096.0,1121.0,25.0
5832,2015,USA,BHS,REF,185.0,180.0,-5.0
5833,2015,USA,BHU,REF,57.0,58.0,1.0
5834,2015,USA,BKF,REF,827.0,929.0,102.0
5835,2015,USA,BLR,REF,1923.0,1804.0,-119.0
5836,2015,USA,BOL,REF,118.0,110.0,-8.0
5837,2015,USA,BOT,REF,5.0,37.0,32.0
5838,2015,USA,BRA,REF,656.0,627.0,-29.0
5839,2015,USA,BSN,REF,175.0,151.0,-24.0
5840,2015,USA,BUL,REF,652.0,544.0,-108.0
5841,2015,USA,BZE,REF,33.0,38.0,5.0
5842,2015,USA,CAM,REF,267.0,208.0,-59.0
5843,2015,USA,CAN,REF,49.0,45.0,-4.0
5844,2015,USA,CAR,REF,215.0,211.0,-4.0
5845,2015,USA,CAY,REF,6.0,6.0,0.0
5846,2015,USA,CHD,REF,403.0,390.0,-13.0
5847,2015,USA,CHI,REF,71902.0,74020.0,2118.0
5848,2015,USA,CHL,REF,42.0,33.0,-9.0
5849,2015,USA,CMR,REF,5016.0,4530.0,-486.0
5850,2015,USA,COB,REF,1351.0,1344.0,-7.0
5851,2015,USA,COD,REF,817.0,842.0,25.0
5852,2015,USA,COI,REF,6.0,5.0,-1.0
5853,2015,USA,COL,REF,10552.0,8043.0,-2509.0
5854,2015,USA,COS,REF,175.0,174.0,-1.0
5855,2015,USA,CUB,REF,578.0,476.0,-102.0
5856,2015,USA,CUW,REF,35.0,35.0,0.0
5858,2015,USA,CZE,REF,23.0,20.0,-3.0
5859,2015,USA,DJB,REF,165.0,224.0,59.0
5860,2015,USA,DMA,REF,12.0,12.0,0.0
5861,2015,USA,DOM,REF,100.0,114.0,14.0
5862,2015,USA,ECU,REF,334.0,579.0,245.0
5863,2015,USA,EGU,REF,11.0,10.0,-1.0
5864,2015,USA,ERT,REF,3868.0,4085.0,217.0
5865,2015,USA,EST,REF,294.0,279.0,-15.0
5866,2015,USA,ETH,REF,10384.0,10566.0,182.0
5867,2015,USA,FIJ,REF,377.0,339.0,-38.0
5868,2015,USA,FIN,REF,5.0,5.0,0.0
5869,2015,USA,FRA,REF,29.0,24.0,-5.0
5870,2015,USA,GAB,REF,44.0,45.0,1.0
5871,2015,USA,GAM,REF,1264.0,1371.0,107.0
5872,2015,USA,GAZ,REF,5.0,5.0,0.0
5873,2015,USA,GBR,REF,52.0,44.0,-8.0
5874,2015,USA,GEO,REF,496.0,422.0,-74.0
5875,2015,USA,GFR,REF,59.0,54.0,-5.0
5876,2015,USA,GHA,REF,211.0,262.0,51.0
5878,2015,USA,GNB,REF,30.0,24.0,-6.0
5879,2015,USA,GRE,REF,27.0,22.0,-5.0
5880,2015,USA,GRN,REF,23.0,23.0,0.0
5881,2015,USA,GUA,REF,6098.0,8864.0,2766.0
5882,2015,USA,GUI,REF,3145.0,2862.0,-283.0
5883,2015,USA,GUY,REF,116.0,90.0,-26.0
5884,2015,USA,HAI,REF,24170.0,21790.0,-2380.0
5886,2015,USA,HON,REF,2797.0,4918.0,2121.0
5887,2015,USA,HRV,REF,59.0,51.0,-8.0
5888,2015,USA,HUN,REF,25.0,21.0,-4.0
5890,2015,USA,ICO,REF,1709.0,1574.0,-135.0
5891,2015,USA,IND,REF,4484.0,4581.0,97.0
5892,2015,USA,INS,REF,3604.0,3183.0,-421.0
5894,2015,USA,IRN,REF,4848.0,5216.0,368.0
5895,2015,USA,IRQ,REF,5284.0,5760.0,476.0
5896,2015,USA,ISR,REF,163.0,145.0,-18.0
5897,2015,USA,ITA,REF,24.0,22.0,-2.0
5898,2015,USA,JAM,REF,454.0,514.0,60.0
5899,2015,USA,JOR,REF,377.0,382.0,5.0
5900,2015,USA,JPN,REF,11.0,9.0,-2.0
5901,2015,USA,KAZ,REF,594.0,628.0,34.0
5902,2015,USA,KEN,REF,2305.0,2258.0,-47.0
5903,2015,USA,KGZ,REF,833.0,986.0,153.0
5904,2015,USA,KOR,REF,27.0,29.0,2.0
5905,2015,USA,KRN,REF,22.0,19.0,-3.0
5906,2015,USA,KUW,REF,105.0,107.0,2.0
5907,2015,USA,LAO,REF,199.0,173.0,-26.0
5908,2015,USA,LBR,REF,1357.0,1266.0,-91.0
5909,2015,USA,LBY,REF,182.0,212.0,30.0
5911,2015,USA,LEB,REF,434.0,413.0,-21.0
5912,2015,USA,LES,REF,5.0,5.0,0.0
5913,2015,USA,LKA,REF,1322.0,1313.0,-9.0
5914,2015,USA,LTU,REF,47.0,38.0,-9.0
5915,2015,USA,LVA,REF,55.0,44.0,-11.0
5917,2015,USA,MAD,REF,19.0,18.0,-1.0
5918,2015,USA,MAU,REF,1327.0,1174.0,-153.0
5919,2015,USA,MCD,REF,169.0,147.0,-22.0
5921,2015,USA,MDA,REF,1138.0,1237.0,99.0
5922,2015,USA,MDV,REF,8.0,6.0,-2.0
5923,2015,USA,MEX,REF,3807.0,4822.0,1015.0
5925,2015,USA,MLI,REF,1178.0,1239.0,61.0
5926,2015,USA,MLS,REF,114.0,103.0,-11.0
5927,2015,USA,MLW,REF,31.0,28.0,-3.0
5928,2015,USA,MNE,REF,98.0,102.0,4.0
5929,2015,USA,MNG,REF,902.0,874.0,-28.0
5930,2015,USA,MOR,REF,118.0,117.0,-1.0
5933,2015,USA,MTS,REF,25.0,28.0,3.0
5934,2015,USA,MYA,REF,2204.0,1999.0,-205.0
5935,2015,USA,NAM,REF,43.0,47.0,4.0
5936,2015,USA,NEP,REF,6197.0,6605.0,408.0
5937,2015,USA,NET,REF,10.0,8.0,-2.0
5938,2015,USA,NGR,REF,163.0,153.0,-10.0
5939,2015,USA,NIC,REF,495.0,523.0,28.0
5940,2015,USA,NIG,REF,805.0,908.0,103.0
5941,2015,USA,NIU,REF,18.0,18.0,0.0
5945,2015,USA,PAK,REF,3009.0,3111.0,102.0
5946,2015,USA,PAN,REF,25.0,23.0,-2.0
5947,2015,USA,PAR,REF,24.0,21.0,-3.0
5948,2015,USA,PER,REF,773.0,696.0,-77.0
5949,2015,USA,PHI,REF,197.0,169.0,-28.0
5951,2015,USA,POL,REF,41.0,34.0,-7.0
5952,2015,USA,POR,REF,10.0,9.0,-1.0
5953,2015,USA,QAT,REF,10.0,10.0,0.0
5954,2015,USA,ROM,REF,381.0,369.0,-12.0
5955,2015,USA,RSA,REF,72.0,62.0,-10.0
5956,2015,USA,RUS,REF,6163.0,5905.0,-258.0
5957,2015,USA,RWA,REF,1020.0,1048.0,28.0
5958,2015,USA,SAL,REF,8256.0,11273.0,3017.0
5959,2015,USA,SAU,REF,254.0,293.0,39.0
5960,2015,USA,SEN,REF,361.0,357.0,-4.0
5962,2015,USA,SIN,REF,19.0,17.0,-2.0
5963,2015,USA,SLE,REF,710.0,634.0,-76.0
5964,2015,USA,SOM,REF,2263.0,2313.0,50.0
5965,2015,USA,SPA,REF,13.0,11.0,-2.0
5966,2015,USA,SRB,REF,1596.0,1396.0,-200.0
5969,2015,USA,STA,REF,817.0,703.0,-114.0
5971,2015,USA,SUD,REF,1347.0,1362.0,15.0
5972,2015,USA,SUR,REF,9.0,11.0,2.0
5973,2015,USA,SVK,REF,17.0,13.0,-4.0
5974,2015,USA,SVN,REF,7.0,5.0,-2.0
5976,2015,USA,SWE,REF,8.0,8.0,0.0
5978,2015,USA,SYR,REF,4750.0,5651.0,901.0
5979,2015,USA,TAN,REF,164.0,146.0,-18.0
5980,2015,USA,TCI,REF,15.0,14.0,-1.0
5981,2015,USA,THA,REF,27.0,26.0,-1.0
5982,2015,USA,TJK,REF,224.0,250.0,26.0
5983,2015,USA,TKM,REF,246.0,221.0,-25.0
5984,2015,USA,TOG,REF,1206.0,883.0,-323.0
5986,2015,USA,TRT,REF,62.0,62.0,0.0
5987,2015,USA,TUN,REF,44.0,44.0,0.0
5988,2015,USA,TUR,REF,419.0,418.0,-1.0
5989,2015,USA,UAE,REF,38.0,42.0,4.0
5990,2015,USA,UGA,REF,1178.0,1231.0,53.0
5991,2015,USA,UKR,REF,1424.0,1486.0,62.0
5992,2015,USA,URU,REF,8.0,6.0,-2.0
5993,2015,USA,UZB,REF,1497.0,1431.0,-66.0
5996,2015,USA,VCT,REF,5.0,31.0,26.0
5997,2015,USA,VEN,REF,6693.0,6193.0,-500.0
5998,2015,USA,YEM,REF,410.0,457.0,47.0
5999,2015,USA,ZAM,REF,70.0,54.0,-16.0
6000,2015,USA,ZIM,REF,1492.0,1316.0,-176.0
6001,2015,UZB,AFG,REF,123.0,106.0,-17.0
6007,2015,VEN,CHI,REF,0.0,0.0,0.0
6008,2015,VEN,CHL,REF,5.0,5.0,0.0
6010,2015,VEN,COL,REF,4971.0,6613.0,1642.0
6011,2015,VEN,COL,REF-like,168548.0,167060.0,-1488.0
6020,2015,VEN,HAI,REF,15.0,15.0,0.0
6028,2015,VEN,PER,REF,7.0,7.0,0.0
6032,2015,VEN,SRB,REF,5.0,5.0,0.0
6037,2015,YEM,ARE,REF,15.0,15.0,0.0
6040,2015,YEM,COB,REF,0.0,0.0,0.0
6041,2015,YEM,COD,REF,5.0,5.0,0.0
6043,2015,YEM,ERT,REF,1254.0,1278.0,24.0
6044,2015,YEM,ETH,REF,5934.0,5645.0,-289.0
6045,2015,YEM,GAZ,REF,463.0,482.0,19.0
6048,2015,YEM,IRQ,REF,3391.0,3404.0,13.0
6049,2015,YEM,JOR,REF,11.0,11.0,0.0
6055,2015,YEM,SOM,REF,244204.0,253215.0,9011.0
6056,2015,YEM,SRV,REF,15.0,15.0,0.0
6057,2015,YEM,SUD,REF,64.0,71.0,7.0
6058,2015,YEM,SYR,REF,2276.0,3011.0,735.0
6059,2015,YEM,TAN,REF,0.0,0.0,0.0
6062,2015,ZAM,BDI,REF,2501.0,2931.0,430.0
6064,2015,ZAM,COD,REF,18598.0,19293.0,695.0
6065,2015,ZAM,ERT,REF,13.0,13.0,0.0
6066,2015,ZAM,ETH,REF,55.0,55.0,0.0
6067,2015,ZAM,GAZ,REF,5.0,7.0,2.0
6069,2015,ZAM,KEN,REF,0.0,0.0,0.0
6070,2015,ZAM,LBR,REF,19.0,19.0,0.0
6071,2015,ZAM,LEB,REF,6.0,6.0,0.0
6077,2015,ZAM,RWA,REF,1904.0,1548.0,-356.0
6079,2015,ZAM,SOM,REF,2314.0,2403.0,89.0
6081,2015,ZAM,SUD,REF,35.0,37.0,2.0
6084,2015,ZAM,UGA,REF,105.0,105.0,0.0
6085,2015,ZAM,ZIM,REF,6.0,6.0,0.0
6088,2015,ZIM,BDI,REF,593.0,608.0,15.0
6089,2015,ZIM,COB,REF,14.0,15.0,1.0
6090,2015,ZIM,COD,REF,4866.0,5414.0,548.0
6091,2015,ZIM,ERT,REF,16.0,15.0,-1.0
6092,2015,ZIM,ETH,REF,52.0,66.0,14.0
6093,2015,ZIM,ICO,REF,9.0,10.0,1.0
6097,2015,ZIM,MLW,REF,0.0,0.0,0.0
6099,2015,ZIM,RWA,REF,484.0,764.0,280.0
6101,2015,ZIM,SOM,REF,13.0,22.0,9.0
6102,2015,ZIM,SUD,REF,11.0,11.0,0.0
6104,2015,ZIM,UGA,REF,8.0,8.0,0.0
